Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:09.166,61,1.1527910714903555e-07,-3.4458935704861915e-09,-3.36207435225333e-08,4.3362380353073604e-08,-9.619630958468406e-08,0.010483551770448685,0.4463439881801605,-1.301057608316114e-07,-8.298083997715366e-08,-1.9054859023981408e-08,-5.237758315956853e-08,9.104609688392884e-08,0.010566243901848793,0.44670557975769043,0.027570901438593864,0.0002235848514828831,0.016604460775852203,0.18351434171199799,0.016064893454313278,0.28465038537979126,0.05087681859731674,0.01309809647500515,-0.00028374799876473844,-0.0010754275135695934,0.0013856691075488925,0.03269709274172783,0.03364391252398491,0.0077656954526901245,0.004267530981451273,0.06714797765016556,0.06286674737930298,0.000450819730758667,0.01178845763206482,-0.00034085632069036365,-0.0013154186308383942,0.00012155898002674803,0.0009482827153988183,0.34825003147125244,0.3369581699371338,0.08041387796401978,0.08135438710451126,-0.0006123447674326599,-0.0006008899072185159,0.47550463676452637,0.35119950771331787,0.35143807530403137,0.0025311291683465242,0.03502250090241432,0.037085358053445816,-0.000870822521392256,0.001219319412484765,3.8719734085646e-09,-6.742775227053244e-09,1.0021030760754002e-07,-1.0039657105664901e-08,1.375936022895985e-07,4.889210813985301e-08,-6.427988097357229e-08,1.4532822945056978e-07,-6.044283651363003e-08,1.711770920564959e-07
00:00:00:10.183,61,1.0692514251786633e-07,1.417472983433754e-08,-4.3697653495655686e-08,3.6107376644167744e-08,-8.631497649957964e-08,0.009699573740363121,0.44400155544281006,-1.1889264328601712e-07,-6.616115655333488e-08,3.725290298461914e-09,-5.4645351355020466e-08,1.021288369429385e-07,0.00978910457342863,0.44435906410217285,0.042088400572538376,0.00017844840476755053,0.022975850850343704,0.20829345285892487,0.007224666886031628,0.2704188823699951,0.018833357840776443,0.011319148354232311,2.7278718334855512e-05,0.022369248792529106,0.02754511684179306,0.002579712774604559,0.00200052373111248,0.012101449072360992,0.008791960775852203,0.0775037556886673,0.07485896348953247,-0.00026641905424185097,0.01138906367123127,-0.00010394692071713507,-0.0014943047426640987,-0.00036934821400791407,0.0004676752432715148,0.4344486594200134,0.42514869570732117,0.11453839391469955,0.11667405813932419,-0.0010801685275509953,-0.0009888362837955356,0.49419525265693665,0.3712472915649414,0.3714692294597626,0.0015369636239483953,0.047815583646297455,0.05118013545870781,-0.0015006340108811855,0.003203675150871277,2.712476909749739e-09,-2.037733715098966e-08,1.1894852036675729e-07,-2.6300549293978293e-08,1.2330710319474747e-07,4.9530061829727856e-08,-4.647299789439785e-08,1.4809425863404613e-07,-4.237517714500427e-08,1.403689395829133e-07
00:00:00:12.200,61,9.571201786684469e-08,7.972121629507e-09,-3.55672078455882e-08,3.349967414578714e-08,-7.806345792005231e-08,0.009074170142412186,0.4425007700920105,-1.0692514251786633e-07,-6.20260820483054e-08,-2.8125941575751767e-09,-4.7096982314087654e-08,8.622184566320357e-08,0.009150105528533459,0.4428466558456421,0.05456849932670593,-2.2769869246985763e-05,0.02846088819205761,0.22049358487129211,0.002474126871675253,0.21939332783222198,0.0009922683238983154,0.00989674311131239,0.0002186980127589777,0.10846593976020813,0.11334525793790817,0.0007884723017923534,7.396936325676506e-07,0.018783431500196457,0.015908030793070793,0.08246853202581406,0.08004474639892578,-0.000567908282391727,0.010304144583642483,-7.919132622191682e-05,-0.0013998079812154174,-0.001049259677529335,-6.384849257301539e-05,0.48838818073272705,0.4806479513645172,0.13711117208003998,0.13976353406906128,-0.000937216856982559,-0.000769532925914973,0.4923940896987915,0.3804253339767456,0.3806333541870117,0.0010826090583577752,0.06112637370824814,0.06652682274580002,-0.0008798134513199329,0.0063611650839447975,2.670567544882374e-09,-1.4342367293807001e-08,9.922310795218436e-08,-1.892447443196943e-08,1.119263473015053e-07,4.3290199869261414e-08,-4.535541009431654e-08,1.2889969980278693e-07,-4.1928142735514484e-08,1.30385160446167e-07
00:00:00:13.216,61,1.203501653890271e-07,1.6894190935090592e-08,-4.9984080874310166e-08,4.041940115939724e-08,-9.685754776000977e-08,0.009811261668801308,0.4468199908733368,-1.3371929696859297e-07,-7.364899090589461e-08,5.1967798953000965e-09,-6.174202837883058e-08,1.1568889135560312e-07,0.009883764199912548,0.4471847116947174,0.06480380147695541,1.094527578970883e-05,0.031973376870155334,0.2276044338941574,0.0010797912254929543,0.18734651803970337,-0.0003678440989460796,0.009303786791861057,7.049966370686889e-05,0.1572369486093521,0.1605347841978073,0.0006672918680123985,-4.480361894820817e-05,0.02502504363656044,0.02224847860634327,0.08901143819093704,0.08594805002212524,-0.00022065758821554482,0.009550747461616993,0.0001425066584488377,-0.0014092896599322557,-0.0011151592480018735,-3.518887024256401e-05,0.5315613746643066,0.5247337222099304,0.15724381804466248,0.15951234102249146,-0.000967153930105269,-0.0008199948351830244,0.4875538647174835,0.3887508511543274,0.38894301652908325,0.0007714118110015988,0.07593981921672821,0.08201462775468826,0.0037498706951737404,0.012337760999798775,2.9988587169071934e-09,-2.4102627449451575e-08,1.355633116872923e-07,-3.037974138919708e-08,1.383200327609302e-07,5.605630448712873e-08,-5.14276337071351e-08,1.675169869486126e-07,-4.693865918170559e-08,1.5631317751285678e-07
00:00:00:14.233,61,1.4604535181206302e-07,2.2165476565305653e-08,-6.173737432391135e-08,4.8736112034930557e-08,-1.1730007543064858e-07,0.011475227773189545,0.44904935359954834,-1.6215257403473515e-07,-8.838251375209438e-08,8.158385966794413e-09,-7.549766678494052e-08,1.4206393927906902e-07,0.011543414555490017,0.44943690299987793,0.07157456129789352,5.010128006688319e-05,0.03472333773970604,0.2330218106508255,0.00028825580375269055,0.16367100179195404,-0.0005752008873969316,0.009212943725287914,-3.618474875111133e-05,0.18545466661453247,0.18743343651294708,0.0005051001789979637,-6.926715286681429e-05,0.03032771497964859,0.02750523015856743,0.09830685704946518,0.09500602632761002,-0.0002796447370201349,0.00885820109397173,-0.00010437816672492772,-0.0012179994955658913,-0.0011359859490767121,-9.70713790593436e-06,0.5571622252464294,0.5508479475975037,0.1678653359413147,0.16963611543178558,-0.0010151314781978726,-0.0008934384677559137,0.47445619106292725,0.3872085511684418,0.3874013423919678,0.00041808723472058773,0.08453557640314102,0.0908362939953804,0.009642920456826687,0.018676405772566795,3.5564879929950166e-09,-3.037974138919708e-08,1.665949866946903e-07,-3.816559868141667e-08,1.6720964879368694e-07,6.834161325741661e-08,-6.113201322932582e-08,2.0451378190955438e-07,-5.582347384347486e-08,1.8808991342211812e-07
00:00:00:14.250,61,1.4726072095072595e-07,2.5499611311374792e-08,-6.473623415104157e-08,4.834495470618094e-08,-1.1762604401610588e-07,0.01315790880471468,0.44836726784706116,-1.6317703455115407e-07,-8.717179156292332e-08,1.240521640966108e-08,-7.724855066726377e-08,1.4660879799066606e-07,0.013227269984781742,0.4487738013267517,0.07628646492958069,0.0001147093644249253,0.03662381321191788,0.23489707708358765,-0.00012487710046116263,0.1440652310848236,-0.00041139006498269737,0.009174574166536331,-0.0001261421712115407,0.2032177746295929,0.2037886083126068,0.0004105687257833779,-8.215785055654123e-05,0.034441232681274414,0.031643129885196686,0.10643863677978516,0.10323455929756165,-0.0002537494874559343,0.008413796313107014,-0.00025712669594213367,-0.0011410712031647563,-0.0010008584940806031,0.00011311977868899703,0.5706355571746826,0.5648481249809265,0.17367319762706757,0.1747564822435379,-0.0009554243297316134,-0.0008705133222974837,0.4562503397464752,0.3782360851764679,0.3784378170967102,0.0001835758303059265,0.0898674800992012,0.0960974395275116,0.014576966874301434,0.023579740896821022,3.4272671367574503e-09,-3.311783203230334e-08,1.7290935261371487e-07,-4.183500834642473e-08,1.6787089407444e-07,6.970600452405051e-08,-5.94928870611966e-08,2.088397792476826e-07,-5.358830179602592e-08,1.8645077659584786e-07
00:00:00:16.266,61,1.3530720366361493e-07,2.7511269706792518e-08,-6.247312001050886e-08,4.356726890364371e-08,-1.0743737277607579e-07,0.016231175512075424,0.4416462779045105,-1.495517807370561e-07,-7.752328912147277e-08,1.639127766850379e-08,-7.241498423127268e-08,1.388415711289781e-07,0.01630239002406597,0.44206416606903076,0.07830286026000977,0.00016598596994299442,0.03789776563644409,0.23242583870887756,-0.00038693606620654464,0.13043348491191864,-0.00040366113535128534,0.009308583103120327,-0.0002315240417374298,0.21030990779399872,0.2092311680316925,0.0003009173378814012,-0.0001473900629207492,0.03777262568473816,0.03498830273747444,0.11379707604646683,0.1108410432934761,-0.00029669940704479814,0.008035522885620594,-0.00010324060713173822,-0.0009358105016872287,-0.0007824376807548106,0.0002935661468654871,0.5717065334320068,0.5664083957672119,0.17528222501277924,0.17551586031913757,-0.0010476475581526756,-0.0009975105058401823,0.4314591884613037,0.36240264773368835,0.36261969804763794,3.170035779476166e-05,0.09212525188922882,0.09779336303472519,0.016596119850873947,0.02500317618250847,2.94297941572097e-09,-3.371387791162306e-08,1.6510486489096365e-07,-4.25241886148342e-08,1.5322119395477785e-07,6.503542238078808e-08,-5.137175307368125e-08,1.9499100289976923e-07,-4.6100467443466187e-08,1.6730278673549037e-07
00:00:00:16.283,61,1.3045035984760034e-07,3.5762788286319847e-08,-6.691552556503666e-08,3.983266694262966e-08,-1.0207295275677097e-07,0.018626512959599495,0.4340097904205322,-1.4327466146824008e-07,-6.912276262482919e-08,2.719461988931471e-08,-7.307156835167916e-08,1.4327466146824008e-07,0.018698276951909065,0.4344358742237091,0.078140027821064,0.00020750910334754735,0.03870697319507599,0.2318182736635208,-0.00043407559860497713,0.1238444522023201,-0.0006141632911749184,0.009321284480392933,-0.00031620924710296094,0.20529577136039734,0.20290714502334595,0.00024705915711820126,-0.00013411133841145784,0.03966695815324783,0.03683970123529434,0.11879594624042511,0.11637967079877853,-0.00040994881419464946,0.007855581119656563,-0.0003069111844524741,-0.0008637493592686951,-0.0007878519827499986,0.00025277899112552404,0.5670005679130554,0.5621523857116699,0.17386749386787415,0.17343711853027344,-0.000999020878225565,-0.0009871759684756398,0.40270739793777466,0.34182673692703247,0.34205350279808044,-0.000130801199702546,0.08922341465950012,0.09420189261436462,0.015404227189719677,0.023151196539402008,2.3865140974521637e-09,-3.993511299427155e-08,1.7294659926392342e-07,-4.9863011497564e-08,1.4549121374329843e-07,6.488524206815782e-08,-4.2710453840300033e-08,1.9508880200191925e-07,-3.740191445444907e-08,1.516565646397794e-07
00:00:00:18.300,61,1.246482099759305e-07,3.933906711495183e-08,-6.764195603636836e-08,3.688037253368748e-08,-9.674578649310206e-08,0.02050972729921341,0.42753875255584717,-1.3644806529100606e-07,-6.2789766275273e-08,3.227964029406394e-08,-7.161870740901577e-08,1.422688313823528e-07,0.020578470081090927,0.42796778678894043,0.07786276936531067,0.0002580895379651338,0.039128076285123825,0.232829287648201,-0.0005000114324502647,0.12156064808368683,-0.0006682095117866993,0.009416945278644562,-0.00040310356416739523,0.19263412058353424,0.18959851562976837,0.0002453356864862144,-0.00012987077934667468,0.04098763316869736,0.03803754970431328,0.12417013198137283,0.12194561213254929,-0.00031241655233316123,0.0075662159360945225,-0.00038491367013193667,-0.0007764816400595009,-0.0005677698063664138,0.00044759176671504974,0.5596060752868652,0.5553508996963501,0.17059604823589325,0.1698625534772873,-0.0010189914610236883,-0.0010449510300531983,0.3733281195163727,0.31949982047080994,0.31972989439964294,-0.00024511708761565387,0.08440225571393967,0.0886949747800827,0.01212626975029707,0.01924748346209526,2.023298195652501e-09,-4.2095781083162365e-08,1.730769838559354e-07,-5.247071399594461e-08,1.3776123353181902e-07,6.322981960238394e-08,-3.708526463697126e-08,1.9033439002669184e-07,-3.149732918927839e-08,1.3984740121486539e-07
00:00:00:18.316,61,1.1398456933875423e-07,4.4330953130611306e-08,-6.802380170256583e-08,3.176741358856816e-08,-8.694827613453526e-08,0.023598987609148026,0.4190988540649414,-1.2396834847550053e-07,-5.237758315956853e-08,4.028901301467158e-08,-6.841030142368254e-08,1.3858080194495415e-07,0.023661471903324127,0.4195350706577301,0.07815653085708618,0.00022900097246747464,0.03934895619750023,0.23729439079761505,-0.0006056558922864497,0.12310241907835007,-0.0006980556063354015,0.009385857731103897,-0.0004982610116712749,0.17727196216583252,0.17376823723316193,0.00029584349249489605,-0.00015513032849412411,0.04195571318268776,0.03886663541197777,0.12760719656944275,0.1254958212375641,-0.00020045727433171123,0.0077043864876031876,-0.0006140118930488825,-0.0005211931420490146,-0.0003095694992225617,0.0007430295809172094,0.5506705641746521,0.5467754602432251,0.16777385771274567,0.16706562042236328,-0.0009296199423260987,-0.000953884853515774,0.3458424508571625,0.29654520750045776,0.2967730462551117,-0.0003574643051251769,0.08049284666776657,0.08423732966184616,0.009112829342484474,0.015971919521689415,1.4319084806757587e-09,-4.5262275705226784e-08,1.708231849306685e-07,-5.615875053877062e-08,1.239031490740672e-07,5.98374754190445e-08,-2.7436762195520714e-08,1.8050428707283572e-07,-2.24448744035044e-08,1.1872500493836924e-07
