Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:09.166,61,7.41379366786532e-08,2.2184103443123604e-08,-3.9376317317874054e-08,2.2114255315841547e-08,-5.767680733015368e-08,0.02061440236866474,0.4381062388420105,-8.131377171594067e-08,-3.792345637521066e-08,1.7900019244621035e-08,-4.229601557881324e-08,8.345581647972722e-08,0.02064097858965397,0.43855902552604675,0.09657523781061172,0.00026503970730118454,0.03930225595831871,0.2107229232788086,-0.0004329183720983565,0.12431823462247849,-0.0007951438310556114,0.00876599457114935,6.105378270149231e-05,0.27597081661224365,0.2782819867134094,-0.00022948354308027774,-0.0009226942202076316,0.0464327335357666,0.04381265118718147,0.14565865695476532,0.1463325470685959,-0.00020451306772883981,0.006938531994819641,-0.002492940053343773,0.008755589835345745,-0.0006192264263518155,0.0009185455273836851,0.603817880153656,0.6007373929023743,0.2889903783798218,0.2923802435398102,-0.00044571160105988383,-0.0002685284707695246,0.42430853843688965,0.4033125638961792,0.4036739766597748,-0.0004318749124649912,0.1376151144504547,0.1460323929786682,0.08297319710254669,0.10150542855262756,1.2514647096395493e-09,-2.4307519552735357e-08,1.020915831873026e-07,-3.052875285902701e-08,8.273869411823398e-08,3.752764143882814e-08,-2.2668391608249294e-08,1.1267140820336863e-07,-1.9688158658937027e-08,8.415430841068883e-08
00:00:00:10.183,61,2.552289579682565e-08,1.6521662260515768e-08,-1.982785846621482e-08,5.4901465595946775e-09,-1.8319115113740736e-08,0.02083650603890419,0.4316354990005493,-2.719461988931471e-08,-7.562339199296275e-09,1.7099083038374374e-08,-1.763459245296417e-08,3.75136721686431e-08,0.02085121162235737,0.43205681443214417,0.09250234812498093,8.29482451081276e-05,0.04139801859855652,0.20150592923164368,-0.0005632114480249584,0.170395627617836,-6.59406214253977e-05,0.007526033092290163,0.0003561324265319854,0.2582706809043884,0.26452338695526123,-0.0003853926027659327,-0.0010482638608664274,0.042192086577415466,0.03988476097583771,0.1333576738834381,0.13493117690086365,-0.0003631363797467202,0.006533458828926086,-0.002033588942140341,0.01574343629181385,8.045733011385892e-06,0.0017731257248669863,0.590298056602478,0.5868780612945557,0.31954440474510193,0.32462212443351746,-0.000494131469167769,-0.0001524329127278179,0.4196622967720032,0.40754958987236023,0.40791767835617065,-0.0006930349627509713,0.1437368392944336,0.15352444350719452,0.10275205969810486,0.1255141794681549,-2.328306384496992e-12,-1.5366822481155396e-08,4.921108498479043e-08,-1.9297003106544253e-08,2.704560841948478e-08,1.5218974525055273e-08,-1.19209286886246e-09,4.573725220780034e-08,7.450580430390374e-11,1.989305076222081e-08
00:00:00:12.200,61,9.592622252085903e-10,7.133930779446018e-09,-5.33647837031026e-09,-1.3969838619232178e-09,4.4703482582342247e-10,0.019777832552790642,0.4212362766265869,-3.2596289556430236e-10,3.911554635749326e-09,8.568167508826718e-09,-2.8824433950802586e-09,7.860362138956134e-09,0.019776230677962303,0.42161667346954346,0.08126190304756165,8.460841854684986e-06,0.04322352260351181,0.17898012697696686,-0.00021560788445640355,0.22725720703601837,-3.292083783890121e-05,0.006047893315553665,0.0007608534651808441,0.2316516488790512,0.2411893904209137,-7.268771878443658e-05,-0.0007779440493322909,0.037272337824106216,0.03536311537027359,0.1189056932926178,0.12199731916189194,-0.00047691853251308203,0.006015196908265352,-0.0006416106480173767,0.02435864508152008,0.0006700258236378431,0.00266073364764452,0.5469698309898376,0.5431130528450012,0.33430564403533936,0.3405352830886841,-0.00019543588859960437,0.0002055740333162248,0.4158138930797577,0.40967726707458496,0.4100511968135834,-0.0009232148295268416,0.1463271975517273,0.15789896249771118,0.12013775110244751,0.14620085060596466,-3.271270476723487e-10,-5.718320483794059e-09,1.3280660127179544e-08,-7.48783346438131e-09,6.519257911286047e-10,2.420274647363385e-09,4.824250776636063e-09,7.054768325076566e-09,5.029141991741426e-09,-6.1839817711017986e-09
00:00:00:13.216,61,1.3560057077199872e-08,1.0374933800960662e-08,-1.1697411927968915e-08,2.4586916946844894e-09,-9.369105491430219e-09,0.019135139882564545,0.4090448021888733,-1.4211982701795023e-08,-3.054738018093417e-09,1.1213123762843225e-08,-9.918585064383478e-09,2.1588057563803886e-08,0.01911213807761669,0.4093843698501587,0.06726570427417755,-0.0001261518191313371,0.044599924236536026,0.1542518585920334,0.0002469104656483978,0.28086647391319275,-0.0016069960547611117,0.004504707176238298,0.0011923162965103984,0.20930282771587372,0.21922403573989868,-0.0003532880509737879,-0.0012481161393225193,0.033439021557569504,0.032060202211141586,0.10406940430402756,0.11004427075386047,-0.000617661455180496,0.006489187013357878,0.0005976248066872358,0.032422199845314026,0.001092047430574894,0.003130345605313778,0.4752843379974365,0.4708463251590729,0.32671454548835754,0.3321530222892761,-0.00023866057745181024,0.000248706346610561,0.4146968722343445,0.4121379554271698,0.4125141203403473,-0.001067628967575729,0.1473863273859024,0.15939296782016754,0.12525621056556702,0.15323367714881897,-9.66247151734656e-11,-9.592622696175113e-09,2.911314389564268e-08,-1.193955512235334e-08,1.4379620161264484e-08,8.568167508826718e-09,6.519257911286047e-10,2.5681220705564556e-08,1.5646218765041908e-09,8.530914641369236e-09
00:00:00:14.233,61,1.600943555501999e-08,-1.8812715829596982e-09,-3.548338955994268e-09,6.193295210010774e-09,-1.343898503591845e-08,0.019646892324090004,0.40110141038894653,-1.8198043960637733e-08,-1.2628734502584393e-08,-4.4330956683324985e-09,-6.696209364775996e-09,1.1064112293013295e-08,0.019594985991716385,0.40142425894737244,0.054173097014427185,-0.0004325829795561731,0.04434856027364731,0.12030920386314392,0.0004325133631937206,0.2875441610813141,-0.0020288240630179644,0.0041483487002551556,0.0014121541753411293,0.20076759159564972,0.20777326822280884,-0.0006687867571599782,-0.0017379570053890347,0.029345445334911346,0.028179846704006195,0.08983081579208374,0.09740545600652695,-0.0010166785214096308,0.00649808207526803,0.005310985259711742,0.039820607751607895,0.0014132821233943105,0.0034442120231688023,0.38052377104759216,0.37523308396339417,0.29268988966941833,0.29673564434051514,-0.0003361529088579118,0.00021364926942624152,0.41647452116012573,0.4162353277206421,0.41663873195648193,-0.0017437461065128446,0.15242381393909454,0.1643083542585373,0.12537091970443726,0.15334346890449524,6.018672227270372e-10,2.0489096530518225e-10,1.2591481635126911e-08,-2.2351741291171123e-10,2.0340085171710598e-08,6.640330063589772e-09,-1.002103111602537e-08,1.934357030108913e-08,-9.38773148106975e-09,2.529472098444785e-08
00:00:00:14.250,61,2.3674219917779737e-08,-4.339963055599583e-09,-4.293397193322335e-09,9.63918900254157e-09,-2.0153819946244766e-08,0.01886766590178013,0.39791184663772583,-2.7166679572587782e-08,-1.9483268332010084e-08,-8.363276293721356e-09,-9.47155065489369e-09,1.497566692876262e-08,0.018804915249347687,0.3982313573360443,0.046332649886608124,-0.0005194070399738848,0.04116396978497505,0.09555717557668686,0.0016165238339453936,0.27733105421066284,0.0013291770592331886,0.00466224504634738,0.0014810108114033937,0.1849832981824875,0.18876484036445618,6.419033161364496e-05,-0.0010904488153755665,0.0246739462018013,0.023267634212970734,0.08614519983530045,0.09414267539978027,-0.0006451007793657482,0.006285546347498894,0.021084485575556755,0.05074416100978851,0.0014972584322094917,0.003354116575792432,0.30568671226501465,0.29989758133888245,0.25379812717437744,0.2563084363937378,-0.0006578314350917935,-0.00021357536024879664,0.4188837707042694,0.417777419090271,0.4182005226612091,-0.0020833166781812906,0.15081031620502472,0.1624305695295334,0.11922530829906464,0.14570032060146332,9.685754420729609e-10,1.5087425753179673e-09,1.545995509388831e-08,1.2293458473422447e-09,2.9820949265513264e-08,9.333016137702543e-09,-1.5869737524099037e-08,2.719461988931471e-08,-1.51433052764105e-08,3.9041040622578294e-08
00:00:00:16.266,61,1.1175870895385742e-08,-1.2535601889851478e-08,5.755573351251542e-09,6.975605870707113e-09,-1.128762949775819e-08,0.01847846806049347,0.40087077021598816,-1.3913958873956744e-08,-1.6000122116111015e-08,-1.7099083038374374e-08,-8.335336865172849e-10,-3.781169599648138e-09,0.018421899527311325,0.4012143015861511,0.04288875684142113,-0.0005136062391102314,0.037953685969114304,0.08103162795305252,0.003893013345077634,0.24236084520816803,0.00560545502230525,0.005014657974243164,0.0012469009961932898,0.17122671008110046,0.1722089648246765,0.00027496018446981907,-0.000822884903755039,0.02352895587682724,0.022000370547175407,0.08786117285490036,0.09599731117486954,-0.0007577096694149077,0.00575520284473896,0.026343252509832382,0.048039838671684265,0.0015048005152493715,0.00323886820115149,0.2574712634086609,0.25181519985198975,0.202463299036026,0.20320329070091248,-0.0005306941457092762,-0.00020317315647844225,0.4332161843776703,0.4219103753566742,0.42235511541366577,-0.0019460271578282118,0.14425306022167206,0.15469641983509064,0.09991876780986786,0.12241165339946747,9.88366055665324e-10,9.257346000879352e-09,-8.344650304081824e-09,1.0523945270790591e-08,1.7266721386022255e-08,1.932494386736039e-09,-1.5478581971706262e-08,4.693865740534875e-09,-1.5348195603337444e-08,2.9355287978205524e-08
00:00:00:16.283,61,-3.706663864733173e-09,-7.040798610802312e-09,6.388872986207161e-09,2.0489096530518225e-10,1.9185244504171806e-09,0.018431290984153748,0.40713173151016235,3.3341347460691395e-09,-2.2351742678949904e-09,-8.232891701709377e-09,4.163011713131937e-09,-1.0281801188227746e-08,0.0183948315680027,0.4074978530406952,0.041865166276693344,-0.0007211521151475608,0.03347348794341087,0.0763498842716217,0.020157763734459877,0.19972921907901764,0.009120538830757141,0.004995969124138355,0.0008908563177101314,0.15947683155536652,0.15750250220298767,0.00021676719188690186,-0.000935579533688724,0.023560576140880585,0.021965818479657173,0.09460052847862244,0.10206274688243866,0.0007677581743337214,0.0071626221761107445,0.03116128034889698,0.04496045410633087,0.00160721386782825,0.003246903419494629,0.2181880921125412,0.21215111017227173,0.15305203199386597,0.1523314267396927,-0.0007020854973234236,-0.0003704935370478779,0.45048972964286804,0.43007954955101013,0.43051978945732117,-0.0017673986731097102,0.1401248574256897,0.15019014477729797,0.0821591168642044,0.10062956809997559,2.363230999780086e-10,6.314367251292197e-09,-1.3932585751774695e-08,7.0594250445310536e-09,-1.862645149230957e-09,-3.18512327623921e-09,-3.371387613526622e-09,-1.0309740616776253e-08,-3.5762786065873797e-09,2.086162576020456e-09
00:00:00:18.300,61,-3.658234959402762e-08,-1.3075768912074182e-08,2.1271407746326076e-08,-1.0523945270790591e-08,2.8135254126482323e-08,0.017577018588781357,0.41037940979003906,3.985129382044761e-08,1.72108407525684e-08,-1.1399388100130636e-08,2.1574088293618843e-08,-4.364177641491551e-08,0.017562516033649445,0.4107714593410492,0.03933487832546234,-0.0008145820465870202,0.02766861766576767,0.0795346274971962,0.04017742723226547,0.15787486732006073,0.012822718359529972,0.005936098285019398,0.0007308642379939556,0.1417018175125122,0.13656511902809143,0.0004227849713061005,-0.000985957682132721,0.023449687287211418,0.02167552523314953,0.09994705021381378,0.10493915528059006,0.003221472492441535,0.008914764039218426,0.02429894730448723,0.031576141715049744,0.0014774942537769675,0.002955532865598798,0.19658628106117249,0.1895892173051834,0.09865647554397583,0.09661169350147247,-0.0007599150994792581,-0.0004748535284306854,0.46380653977394104,0.4328589141368866,0.43329930305480957,-0.001517893048003316,0.12938910722732544,0.13781893253326416,0.05883778631687164,0.07153626531362534,-5.110632472771215e-10,1.3969838619232178e-08,-5.256384483232068e-08,1.6763806343078613e-08,-3.881752519419024e-08,-1.8717255301226032e-08,9.778887033462524e-09,-5.710869999120405e-08,7.916241884231567e-09,-3.9152801889486e-08
00:00:00:18.316,61,4.5811756166358464e-08,-1.0728836485895954e-08,-6.463378721122126e-09,1.9380822280368193e-08,-3.976747464662367e-08,0.017480410635471344,0.4149462878704071,-5.288049464979849e-08,-3.9208678970226174e-08,-1.9520520311289147e-08,-1.7504207860952192e-08,2.6226043559063328e-08,0.01749802753329277,0.41538897156715393,0.03787858039140701,-0.000637059798464179,0.02136191911995411,0.08968546241521835,0.06502899527549744,0.12237958610057831,0.018724355846643448,0.007273558527231216,0.0005316364695318043,0.12247660011053085,0.11612734198570251,0.00043623268720693886,-0.0009618535405024886,0.02517496980726719,0.02321610599756241,0.10494743287563324,0.10590806603431702,0.010100421495735645,0.012990030460059643,0.017851172015070915,0.022056808695197105,0.0012418361147865653,0.002567327581346035,0.18961887061595917,0.18198628723621368,0.06301414221525192,0.060601167380809784,-0.0009746908908709884,-0.0007929384591989219,0.4795292019844055,0.43764594197273254,0.4380718469619751,-0.0011020376114174724,0.12142720818519592,0.12856240570545197,0.038899172097444534,0.04776224493980408,2.0093284813782475e-09,5.029141991741426e-09,2.5853514884488504e-08,5.047768425470167e-09,5.735084585012373e-08,1.7229467630386353e-08,-3.248453239734772e-08,5.0365926540507644e-08,-3.132969084163051e-08,7.759779663274458e-08
